State,District,Year,Quarter,Transaction_count,Transaction_amount
Meghalaya,South West Garo Hills,2018,q1,798,1015597.235
Meghalaya,East Khasi Hills,2018,q1,23283,31807959.18
Meghalaya,East Garo Hills,2018,q1,749,781579.3759
Meghalaya,Ribhoi,2018,q1,6029,8736566.954
Meghalaya,West Jaintia Hills,2018,q1,3131,2812937.948
Meghalaya,West Khasi Hills,2018,q1,1079,1647761.337
Meghalaya,North Garo Hills,2018,q2,1403,1278347.188
Meghalaya,South West Khasi Hills,2018,q2,396,311487.193
Meghalaya,West Garo Hills,2018,q2,10651,19685429.15
Meghalaya,South Garo Hills,2018,q2,1103,1553253.932
Meghalaya,East Jaintia Hills,2018,q2,6004,13059945.84
Meghalaya,South West Garo Hills,2018,q2,1767,1724404.675
Meghalaya,East Khasi Hills,2018,q2,33966,61180700.48
Meghalaya,East Garo Hills,2018,q2,832,1032161.169
Meghalaya,Ribhoi,2018,q2,8761,14181827.92
Meghalaya,West Jaintia Hills,2018,q2,2232,2312980.333
Meghalaya,West Khasi Hills,2018,q2,742,684129.9553
Meghalaya,North Garo Hills,2018,q3,2271,1976480.206
Meghalaya,South West Khasi Hills,2018,q3,1032,1016289.649
Meghalaya,West Garo Hills,2018,q3,17911,31488596.44
Meghalaya,South Garo Hills,2018,q3,2110,2467349.257
Meghalaya,East Jaintia Hills,2018,q3,11397,22683448.87
Meghalaya,South West Garo Hills,2018,q3,2740,4294444.448
Meghalaya,East Khasi Hills,2018,q3,54015,111173160.3
Meghalaya,East Garo Hills,2018,q3,1323,1963470.781
Meghalaya,Ribhoi,2018,q3,13023,26072883.3
Meghalaya,West Jaintia Hills,2018,q3,3240,4571330.12
Meghalaya,West Khasi Hills,2018,q3,1228,2146208.197
Meghalaya,North Garo Hills,2018,q4,4011,4590211.26
Meghalaya,South West Khasi Hills,2018,q4,1518,2669874.265
Meghalaya,West Garo Hills,2018,q4,29000,52674487.37
Meghalaya,South Garo Hills,2018,q4,3037,6001319.097
Meghalaya,East Jaintia Hills,2018,q4,20614,37885027.67
Meghalaya,South West Garo Hills,2018,q4,3950,4531236.408
Meghalaya,East Khasi Hills,2018,q4,70386,167808906.8
Meghalaya,East Garo Hills,2018,q4,2808,5832920.484
Meghalaya,Ribhoi,2018,q4,18294,42066652.87
Meghalaya,West Jaintia Hills,2018,q4,4693,7562803.761
Meghalaya,West Khasi Hills,2018,q4,2821,5962239.03
Meghalaya,North Garo Hills,2019,q1,3816,4016398.106
Meghalaya,South West Khasi Hills,2019,q1,1267,2118829.322
Meghalaya,West Garo Hills,2019,q1,30087,58548564.17
Meghalaya,South Garo Hills,2019,q1,3146,7486873.331
Meghalaya,East Jaintia Hills,2019,q1,25054,46007520.56
Meghalaya,South West Garo Hills,2019,q1,3819,4558241.545
Meghalaya,East Khasi Hills,2019,q1,101662,201352082.7
Meghalaya,East Garo Hills,2019,q1,3529,6495149.29
Meghalaya,Ribhoi,2019,q1,27304,55813436.17
Meghalaya,West Jaintia Hills,2019,q1,5411,7594602.552
Meghalaya,West Khasi Hills,2019,q1,3646,5045464.405
Meghalaya,North Garo Hills,2019,q2,3804,4329558.192
Meghalaya,South West Khasi Hills,2019,q2,1152,2679006.93
Meghalaya,West Garo Hills,2019,q2,32077,70701852.44
Meghalaya,South Garo Hills,2019,q2,3048,7076537.052
Meghalaya,East Jaintia Hills,2019,q2,21325,43624217.36
Meghalaya,South West Garo Hills,2019,q2,4563,6981663.15
Meghalaya,East Khasi Hills,2019,q2,126665,274701980.6
Meghalaya,East Garo Hills,2019,q2,3926,6785815.738
Meghalaya,Ribhoi,2019,q2,27488,61625177.51
Meghalaya,West Jaintia Hills,2019,q2,5226,9713762.899
Meghalaya,West Khasi Hills,2019,q2,3012,4711717.24
Meghalaya,North Garo Hills,2019,q3,6329,7479871.09
Meghalaya,South West Khasi Hills,2019,q3,2009,2418047.871
Meghalaya,West Garo Hills,2019,q3,45652,90390851.33
Meghalaya,South Garo Hills,2019,q3,4768,7846736.259
Meghalaya,East Jaintia Hills,2019,q3,28604,50090916.58
Meghalaya,South West Garo Hills,2019,q3,6405,9676872.05
Meghalaya,East Khasi Hills,2019,q3,156970,344129503.5
Meghalaya,East Garo Hills,2019,q3,5970,8134689.123
Meghalaya,Ribhoi,2019,q3,36292,73979318.04
Meghalaya,West Jaintia Hills,2019,q3,8947,11292434.24
Meghalaya,West Khasi Hills,2019,q3,4604,6779362.113
Meghalaya,North Garo Hills,2019,q4,8449,11018090.11
Meghalaya,South West Khasi Hills,2019,q4,2753,4185672.133
Meghalaya,West Garo Hills,2019,q4,51137,104063298.2
Meghalaya,South Garo Hills,2019,q4,7020,9901296.404
Meghalaya,East Jaintia Hills,2019,q4,31575,61615652.5
Meghalaya,South West Garo Hills,2019,q4,7301,11722163.48
Meghalaya,East Khasi Hills,2019,q4,189936,413649820
Meghalaya,East Garo Hills,2019,q4,7811,11523924.1
Meghalaya,Ribhoi,2019,q4,42953,90622918.29
Meghalaya,West Jaintia Hills,2019,q4,11750,16126169.37
Meghalaya,West Khasi Hills,2019,q4,5296,8007467.183
Meghalaya,North Garo Hills,2020,q1,9622,11664668.29
Meghalaya,South West Khasi Hills,2020,q1,3516,5420604.457
Meghalaya,West Garo Hills,2020,q1,65263,130098803.7
Meghalaya,South Garo Hills,2020,q1,10483,11902327.51
Meghalaya,East Jaintia Hills,2020,q1,36855,76021760.04
Meghalaya,South West Garo Hills,2020,q1,10582,14322530.89
Meghalaya,East Khasi Hills,2020,q1,280817,712010339.2
Meghalaya,East Garo Hills,2020,q1,10003,15050504.88
Meghalaya,Ribhoi,2020,q1,51789,109400759.5
Meghalaya,West Jaintia Hills,2020,q1,15784,22057088.95
Meghalaya,West Khasi Hills,2020,q1,7569,12185453.5
Meghalaya,North Garo Hills,2020,q2,19393,16949021.85
Meghalaya,South West Khasi Hills,2020,q2,5952,5344985.907
Meghalaya,West Garo Hills,2020,q2,107355,178844205.7
Meghalaya,South Garo Hills,2020,q2,15934,18498464.71
Meghalaya,East Jaintia Hills,2020,q2,50077,79110098.9
Meghalaya,South West Garo Hills,2020,q2,20761,21835410.25
Meghalaya,East Khasi Hills,2020,q2,294655,669450297.9
Meghalaya,East Garo Hills,2020,q2,19865,19379120.26
Meghalaya,Ribhoi,2020,q2,60451,108416383.2
Meghalaya,West Jaintia Hills,2020,q2,26041,22356066.44
Meghalaya,West Khasi Hills,2020,q2,14911,13551099.23
Meghalaya,North Garo Hills,2020,q3,17943,23618250.66
Meghalaya,South West Khasi Hills,2020,q3,5942,8330565.373
Meghalaya,West Garo Hills,2020,q3,117550,249575864.7
Meghalaya,South Garo Hills,2020,q3,17171,23368652.18
Meghalaya,East Jaintia Hills,2020,q3,52534,99669877.91
Meghalaya,South West Garo Hills,2020,q3,19536,31848167.46
Meghalaya,East Khasi Hills,2020,q3,239307,571789473.6
Meghalaya,East Garo Hills,2020,q3,19353,30405909.15
Meghalaya,Ribhoi,2020,q3,64590,138771339.7
Meghalaya,West Jaintia Hills,2020,q3,28622,39860361.24
Meghalaya,West Khasi Hills,2020,q3,15031,19820539.5
Meghalaya,North Garo Hills,2020,q4,22048,36801863.78
Meghalaya,South West Khasi Hills,2020,q4,7330,18169052.92
Meghalaya,West Garo Hills,2020,q4,149536,362364388
Meghalaya,South Garo Hills,2020,q4,22487,34586748.63
Meghalaya,East Jaintia Hills,2020,q4,65059,162952261
Meghalaya,South West Garo Hills,2020,q4,24078,49584665.88
Meghalaya,East Khasi Hills,2020,q4,298622,777719090.2
Meghalaya,East Garo Hills,2020,q4,23262,41847990.16
Meghalaya,Ribhoi,2020,q4,90879,223682008
Meghalaya,West Jaintia Hills,2020,q4,32267,55102701.17
Meghalaya,West Khasi Hills,2020,q4,18440,41431802.48
Meghalaya,North Garo Hills,2021,q1,18850,37908696.16
Meghalaya,South West Khasi Hills,2021,q1,6212,18881726.28
Meghalaya,West Garo Hills,2021,q1,133362,370492803.5
Meghalaya,South Garo Hills,2021,q1,19054,44351833.96
Meghalaya,East Jaintia Hills,2021,q1,70732,205454314.8
Meghalaya,South West Garo Hills,2021,q1,18591,41861206.7
Meghalaya,East Khasi Hills,2021,q1,322156,915771307.2
Meghalaya,East Garo Hills,2021,q1,18473,40212217.24
Meghalaya,Ribhoi,2021,q1,98957,266571316.1
Meghalaya,West Jaintia Hills,2021,q1,24312,53826602.11
Meghalaya,West Khasi Hills,2021,q1,16947,60183253.85
Meghalaya,North Garo Hills,2021,q2,25028,37984069.23
Meghalaya,South West Khasi Hills,2021,q2,7218,17922261.89
Meghalaya,West Garo Hills,2021,q2,174186,437555569.8
Meghalaya,South Garo Hills,2021,q2,21894,48819031.96
Meghalaya,East Jaintia Hills,2021,q2,87223,205906820.9
Meghalaya,South West Garo Hills,2021,q2,24491,47526700.9
Meghalaya,East Khasi Hills,2021,q2,386773,994348113.9
Meghalaya,East Garo Hills,2021,q2,24431,42603145.83
Meghalaya,Ribhoi,2021,q2,111231,265892507.5
Meghalaya,West Jaintia Hills,2021,q2,30529,53732989.36
Meghalaya,West Khasi Hills,2021,q2,16590,41326043.5
Meghalaya,North Garo Hills,2021,q3,30790,56346103.94
Meghalaya,South West Khasi Hills,2021,q3,8524,20862237.49
Meghalaya,West Garo Hills,2021,q3,207635,550868915.2
Meghalaya,South Garo Hills,2021,q3,23378,50417337.28
Meghalaya,East Jaintia Hills,2021,q3,103142,254116660
Meghalaya,South West Garo Hills,2021,q3,28662,59140851.36
Meghalaya,East Khasi Hills,2021,q3,475308,1267820067
Meghalaya,East Garo Hills,2021,q3,29654,54695590.92
Meghalaya,Ribhoi,2021,q3,135524,337135306.8
Meghalaya,West Jaintia Hills,2021,q3,37590,71888903.26
Meghalaya,West Khasi Hills,2021,q3,17524,45708478
Meghalaya,North Garo Hills,2021,q4,38565,88113799.76
Meghalaya,South West Khasi Hills,2021,q4,12151,47472032.67
Meghalaya,West Garo Hills,2021,q4,261543,746098768.1
Meghalaya,South Garo Hills,2021,q4,28989,89662812.04
Meghalaya,East Jaintia Hills,2021,q4,140522,371541323.5
Meghalaya,South West Garo Hills,2021,q4,35153,76249072.06
Meghalaya,East Khasi Hills,2021,q4,602012,1647841436
Meghalaya,East Garo Hills,2021,q4,37744,79675265.12
Meghalaya,Ribhoi,2021,q4,210094,495239611.1
Meghalaya,West Jaintia Hills,2021,q4,43460,98276171.06
Meghalaya,West Khasi Hills,2021,q4,29960,108595108.9
Meghalaya,North Garo Hills,2022,q1,42030,87894203.47
Meghalaya,South West Khasi Hills,2022,q1,14208,62450373.14
Meghalaya,West Garo Hills,2022,q1,325791,991586557.2
Meghalaya,South Garo Hills,2022,q1,43827,166412749.6
Meghalaya,East Jaintia Hills,2022,q1,169484,496156278.4
Meghalaya,South West Garo Hills,2022,q1,39644,98249285.5
Meghalaya,East Khasi Hills,2022,q1,653082,1762837936
Meghalaya,East Garo Hills,2022,q1,42878,97659034.31
Meghalaya,Ribhoi,2022,q1,257923,624403404.8
Meghalaya,West Jaintia Hills,2022,q1,49196,126597671.4
Meghalaya,West Khasi Hills,2022,q1,36687,148090837.1
Meghalaya,North Garo Hills,2022,q2,44965,92496675.79
Meghalaya,South West Khasi Hills,2022,q2,13571,49978363.08
Meghalaya,West Garo Hills,2022,q2,392151,1150602955
Meghalaya,South Garo Hills,2022,q2,33680,92292848.07
Meghalaya,East Jaintia Hills,2022,q2,193196,502640751.8
Meghalaya,South West Garo Hills,2022,q2,43006,118240788.9
Meghalaya,East Khasi Hills,2022,q2,853333,2156500112
Meghalaya,East Garo Hills,2022,q2,46150,106793207.8
Meghalaya,Ribhoi,2022,q2,337102,755786725.1
Meghalaya,West Jaintia Hills,2022,q2,56272,152394109.7
Meghalaya,West Khasi Hills,2022,q2,31223,103764884.9
Meghalaya,North Garo Hills,2022,q3,48727,107884419.6
Meghalaya,South West Khasi Hills,2022,q3,13340,47102262.08
Meghalaya,West Garo Hills,2022,q3,508052,1283479556
Meghalaya,South Garo Hills,2022,q3,35206,88310719.84
Meghalaya,East Jaintia Hills,2022,q3,241204,633317484.1
Meghalaya,South West Garo Hills,2022,q3,48898,121831916
Meghalaya,East Khasi Hills,2022,q3,2924522,6137770373
Meghalaya,East Garo Hills,2022,q3,47047,99390252.25
Meghalaya,Ribhoi,2022,q3,400075,825278960.5
Meghalaya,West Jaintia Hills,2022,q3,62798,171112837
Meghalaya,West Khasi Hills,2022,q3,29296,87822016.1
Meghalaya,North Garo Hills,2022,q4,59149,130072498.4
Meghalaya,South West Khasi Hills,2022,q4,16773,61873256.01
Meghalaya,West Garo Hills,2022,q4,612945,1565478827
Meghalaya,South Garo Hills,2022,q4,47478,134393051.4
Meghalaya,East Jaintia Hills,2022,q4,252554,698736182.3
Meghalaya,South West Garo Hills,2022,q4,59231,150334364.9
Meghalaya,East Khasi Hills,2022,q4,2285868,4886013367
Meghalaya,East Garo Hills,2022,q4,59445,143293321.8
Meghalaya,Ribhoi,2022,q4,416100,855262410.3
Meghalaya,West Jaintia Hills,2022,q4,81501,229129661.9
Meghalaya,West Khasi Hills,2022,q4,41404,141954215.1
Meghalaya,North Garo Hills,2023,q1,97035,198957381
Meghalaya,South West Khasi Hills,2023,q1,34526,123121635
Meghalaya,West Garo Hills,2023,q1,1041221,2765563809
Meghalaya,South Garo Hills,2023,q1,95917,276701570
Meghalaya,East Jaintia Hills,2023,q1,515136,1371613773
Meghalaya,South West Garo Hills,2023,q1,112416,302145041
Meghalaya,East Khasi Hills,2023,q1,1220563,2680323809
Meghalaya,East Garo Hills,2023,q1,102374,230703822
Meghalaya,Ribhoi,2023,q1,729560,1474982935
Meghalaya,West Jaintia Hills,2023,q1,134028,377216408
Meghalaya,West Khasi Hills,2023,q1,81929,283510432
Meghalaya,North Garo Hills,2023,q2,113361,215038091
Meghalaya,South West Khasi Hills,2023,q2,37376,127026105
Meghalaya,West Garo Hills,2023,q2,1313181,3093601156
Meghalaya,South Garo Hills,2023,q2,104600,273407662
Meghalaya,East Jaintia Hills,2023,q2,602439,1411515511
Meghalaya,South West Garo Hills,2023,q2,138973,324256480
Meghalaya,East Khasi Hills,2023,q2,1584287,3308371744
Meghalaya,East Garo Hills,2023,q2,119181,259323245
Meghalaya,Ribhoi,2023,q2,849150,1540619034
Meghalaya,West Jaintia Hills,2023,q2,143311,363450970
Meghalaya,West Khasi Hills,2023,q2,71353,167896488
Mizoram,Serchhip,2018,q1,691,1729998.408
Mizoram,Aizawl,2018,q1,12006,27918980.95
Mizoram,Lunglei,2018,q1,1604,2350555.318
Mizoram,Mamit,2018,q1,1133,5729263.41
Mizoram,Lawngtlai,2018,q1,735,547180.211
Mizoram,Kolasib,2018,q1,1457,3891685.392
Mizoram,Champhai,2018,q1,453,871005.7154
Mizoram,Saiha,2018,q1,482,2188550.573
Mizoram,Serchhip,2018,q2,1237,3831939.569
Mizoram,Aizawl,2018,q2,16353,48340497.16
Mizoram,Lunglei,2018,q2,3249,6814747.054
Mizoram,Mamit,2018,q2,1813,10477582.99
Mizoram,Lawngtlai,2018,q2,627,1375226.752
Mizoram,Kolasib,2018,q2,2092,5117340.437
Mizoram,Champhai,2018,q2,834,2204311.924
Mizoram,Saiha,2018,q2,846,5346759.668
Mizoram,Serchhip,2018,q3,2133,6572902.581
Mizoram,Aizawl,2018,q3,24199,72031541.22
Mizoram,Lunglei,2018,q3,4716,12189472.09
Mizoram,Mamit,2018,q3,2247,5446959.531
Mizoram,Lawngtlai,2018,q3,1231,3422241.331
Mizoram,Kolasib,2018,q3,2631,6563816.625
Mizoram,Champhai,2018,q3,1099,4369317.524
Mizoram,Saiha,2018,q3,1060,6004487.22
Mizoram,Serchhip,2018,q4,2830,9311124.638
Mizoram,Aizawl,2018,q4,31828,114757156.9
Mizoram,Lunglei,2018,q4,6349,20867419.8
Mizoram,Mamit,2018,q4,4168,12100776.51
Mizoram,Lawngtlai,2018,q4,2341,5862745.985
Mizoram,Kolasib,2018,q4,4701,13882638.98
Mizoram,Champhai,2018,q4,1726,6092672.777
Mizoram,Saiha,2018,q4,1299,7552316.893
Mizoram,Serchhip,2019,q1,2964,9972286.163
Mizoram,Aizawl,2019,q1,40608,125499167.5
Mizoram,Lunglei,2019,q1,8092,24562628.05
Mizoram,Mamit,2019,q1,5400,15141345.46
Mizoram,Lawngtlai,2019,q1,3749,12077236.04
Mizoram,Kolasib,2019,q1,5590,15775791.31
Mizoram,Champhai,2019,q1,1865,6683655.297
Mizoram,Saiha,2019,q1,2038,8448785.631
Mizoram,Serchhip,2019,q2,2917,10740915.81
Mizoram,Aizawl,2019,q2,45257,147150855.4
Mizoram,Lunglei,2019,q2,8919,29564431.13
Mizoram,Mamit,2019,q2,5047,15936975.4
Mizoram,Lawngtlai,2019,q2,4502,12828264.17
Mizoram,Kolasib,2019,q2,5077,15941097.8
Mizoram,Champhai,2019,q2,2055,7970010.188
Mizoram,Saiha,2019,q2,1897,7884158.206
Mizoram,Serchhip,2019,q3,4389,12447829.18
Mizoram,Aizawl,2019,q3,54796,162632862
Mizoram,Lunglei,2019,q3,13305,34090897.89
Mizoram,Mamit,2019,q3,6296,14161494.19
Mizoram,Lawngtlai,2019,q3,6097,14593963.46
Mizoram,Kolasib,2019,q3,6977,17976086.41
Mizoram,Champhai,2019,q3,3512,12151523.04
Mizoram,Saiha,2019,q3,2722,10739243.82
Mizoram,Serchhip,2019,q4,5889,15064874.57
Mizoram,Aizawl,2019,q4,68532,215337713.3
Mizoram,Lunglei,2019,q4,15344,42919898.69
Mizoram,Mamit,2019,q4,8468,16925628.22
Mizoram,Lawngtlai,2019,q4,8069,22279514.79
Mizoram,Kolasib,2019,q4,11051,24470971.73
Mizoram,Champhai,2019,q4,4878,17885681.11
Mizoram,Saiha,2019,q4,3008,13805068.18
Mizoram,Serchhip,2020,q1,7512,15256865.24
Mizoram,Aizawl,2020,q1,78597,215534588.1
Mizoram,Lunglei,2020,q1,19703,47052524.73
Mizoram,Mamit,2020,q1,12136,21524123.96
Mizoram,Lawngtlai,2020,q1,13887,31918357.19
Mizoram,Kolasib,2020,q1,11386,26364756.94
Mizoram,Champhai,2020,q1,6269,19712814.75
Mizoram,Saiha,2020,q1,4119,14713548.48
Mizoram,Serchhip,2020,q2,10425,19459795.69
Mizoram,Aizawl,2020,q2,93369,238637352.5
Mizoram,Lunglei,2020,q2,27260,60375778.33
Mizoram,Mamit,2020,q2,15352,24755549.96
Mizoram,Lawngtlai,2020,q2,22369,44085859.54
Mizoram,Kolasib,2020,q2,14432,29350410.44
Mizoram,Champhai,2020,q2,8480,20817381.35
Mizoram,Saiha,2020,q2,6775,19711305.6
Mizoram,Serchhip,2020,q3,10351,25197852.94
Mizoram,Aizawl,2020,q3,136460,413175919
Mizoram,Lunglei,2020,q3,30971,83270436.84
Mizoram,Mamit,2020,q3,17199,28176447.03
Mizoram,Lawngtlai,2020,q3,25540,62210090.17
Mizoram,Kolasib,2020,q3,15789,35985260.69
Mizoram,Champhai,2020,q3,11286,35131298.73
Mizoram,Saiha,2020,q3,7107,24796870.14
Mizoram,Serchhip,2020,q4,14804,39531569.17
Mizoram,Aizawl,2020,q4,166039,532069401.3
Mizoram,Lunglei,2020,q4,41847,117007241
Mizoram,Mamit,2020,q4,21383,48253980.83
Mizoram,Lawngtlai,2020,q4,32803,102209937.7
Mizoram,Kolasib,2020,q4,21149,56473537.94
Mizoram,Champhai,2020,q4,15587,50140873.99
Mizoram,Saiha,2020,q4,8995,40835573.75
Mizoram,Serchhip,2021,q1,12877,42644166.31
Mizoram,Aizawl,2021,q1,182220,609359098.2
Mizoram,Lunglei,2021,q1,40131,133262456
Mizoram,Mamit,2021,q1,18670,51226307.48
Mizoram,Lawngtlai,2021,q1,31658,106154307.4
Mizoram,Kolasib,2021,q1,22212,71207105.2
Mizoram,Champhai,2021,q1,13769,51873702.94
Mizoram,Saiha,2021,q1,8038,35378443.38
Mizoram,Serchhip,2021,q2,15664,39541209.18
Mizoram,Aizawl,2021,q2,222893,635733237
Mizoram,Lunglei,2021,q2,46084,125798685.1
Mizoram,Mamit,2021,q2,20464,51797964.37
Mizoram,Lawngtlai,2021,q2,38779,110575273.9
Mizoram,Kolasib,2021,q2,23910,66068598.12
Mizoram,Champhai,2021,q2,15913,52313277.18
Mizoram,Saiha,2021,q2,10633,41046228.48
Mizoram,Serchhip,2021,q3,19902,54838260.22
Mizoram,Aizawl,2021,q3,276340,865537331.9
Mizoram,Lunglei,2021,q3,55054,157303231.4
Mizoram,Mamit,2021,q3,22878,65856355.67
Mizoram,Lawngtlai,2021,q3,44431,130625157.5
Mizoram,Kolasib,2021,q3,30064,84157970.64
Mizoram,Champhai,2021,q3,18678,71974971.06
Mizoram,Saiha,2021,q3,11182,43455371.73
Mizoram,Serchhip,2021,q4,21092,58127189.33
Mizoram,Aizawl,2021,q4,317555,1021257676
Mizoram,Lunglei,2021,q4,62996,193267816.7
Mizoram,Mamit,2021,q4,28553,76910208.13
Mizoram,Lawngtlai,2021,q4,47572,152734951.8
Mizoram,Kolasib,2021,q4,37950,113743718.9
Mizoram,Champhai,2021,q4,25625,100501231.3
Mizoram,Saiha,2021,q4,11986,54122948.93
Mizoram,Serchhip,2022,q1,25542,73577504.14
Mizoram,Aizawl,2022,q1,341192,1081700362
Mizoram,Lunglei,2022,q1,70118,225762310.6
Mizoram,Mamit,2022,q1,31141,85615813.92
Mizoram,Lawngtlai,2022,q1,52546,177710904.9
Mizoram,Kolasib,2022,q1,41730,131565353.7
Mizoram,Champhai,2022,q1,28284,104778862.4
Mizoram,Saiha,2022,q1,14364,64447851.87
Mizoram,Serchhip,2022,q2,24248,72294618.64
Mizoram,Aizawl,2022,q2,364786,1137178791
Mizoram,Lunglei,2022,q2,71974,216551898
Mizoram,Mamit,2022,q2,35643,98025373.52
Mizoram,Lawngtlai,2022,q2,55575,178078191.5
Mizoram,Kolasib,2022,q2,44824,125315221.5
Mizoram,Champhai,2022,q2,30607,103805199.4
Mizoram,Saiha,2022,q2,16320,71937273.17
Mizoram,Serchhip,2022,q3,23168,65622337
Mizoram,Aizawl,2022,q3,383546,1129120157
Mizoram,Lunglei,2022,q3,81428,231838246.9
Mizoram,Mamit,2022,q3,32604,88879142.38
Mizoram,Lawngtlai,2022,q3,52771,160991695
Mizoram,Kolasib,2022,q3,44830,121251949.2
Mizoram,Champhai,2022,q3,25701,86209300.03
Mizoram,Saiha,2022,q3,14990,62352784.59
Mizoram,Serchhip,2022,q4,25172,71431982.55
Mizoram,Aizawl,2022,q4,360350,1054341699
Mizoram,Lunglei,2022,q4,99571,275164384.8
Mizoram,Mamit,2022,q4,39889,111490213.1
Mizoram,Lawngtlai,2022,q4,60120,176322495.4
Mizoram,Kolasib,2022,q4,55854,157046232.3
Mizoram,Champhai,2022,q4,33252,110073440.4
Mizoram,Saiha,2022,q4,19566,82040637.84
Mizoram,Serchhip,2023,q1,47296,123979875
Mizoram,Aizawl,2023,q1,504609,1341466173
Mizoram,Lunglei,2023,q1,133494,370554828
Mizoram,Mamit,2023,q1,70712,203623313
Mizoram,Lawngtlai,2023,q1,100980,302696707
Mizoram,Kolasib,2023,q1,101803,285504599
Mizoram,Champhai,2023,q1,60149,197355098
Mizoram,Saiha,2023,q1,33552,130442146
Mizoram,Serchhip,2023,q2,59329,133368970
Mizoram,Aizawl,2023,q2,591532,1487286801
Mizoram,Lunglei,2023,q2,143000,370416278
Mizoram,Mamit,2023,q2,78957,210372609
Mizoram,Lawngtlai,2023,q2,118358,363557404
Mizoram,Kolasib,2023,q2,115550,294504301
Mizoram,Champhai,2023,q2,62301,181668968
Mizoram,Saiha,2023,q2,39903,150631245
Nagaland,Mon,2018,q1,1851,2962723.122
Nagaland,Phek,2018,q1,1397,1347986.05
Nagaland,Longleng,2018,q1,605,547262.5934
Nagaland,Mokokchung,2018,q1,3428,5653655.117
Nagaland,Kiphire,2018,q1,255,558831.6112
Nagaland,Kohima,2018,q1,11070,20744033.41
Nagaland,Tuensang,2018,q1,1861,2939509.974
Nagaland,Peren,2018,q1,587,1228042.909
Nagaland,Dimapur,2018,q1,18449,38330087.58
Nagaland,Zunheboto,2018,q1,1700,1750900.646
Nagaland,Wokha,2018,q1,1642,1942858.074
Nagaland,Mon,2018,q2,2652,5592193.662
Nagaland,Phek,2018,q2,2058,3265939.417
Nagaland,Longleng,2018,q2,526,606015.5837
Nagaland,Mokokchung,2018,q2,4472,6880664.953
Nagaland,Kiphire,2018,q2,497,1392292.112
Nagaland,Kohima,2018,q2,14759,41958069.33
Nagaland,Tuensang,2018,q2,2914,5272196.387
Nagaland,Peren,2018,q2,1151,3132544.259
Nagaland,Dimapur,2018,q2,31758,78472133.75
Nagaland,Zunheboto,2018,q2,1961,3800720.221
Nagaland,Wokha,2018,q2,2851,2952808.201
Nagaland,Mon,2018,q3,4368,10680645.61
Nagaland,Phek,2018,q3,2951,4193127.065
Nagaland,Longleng,2018,q3,529,941537.1577
Nagaland,Mokokchung,2018,q3,7245,14438372.12
Nagaland,Kiphire,2018,q3,1527,1911400.519
Nagaland,Kohima,2018,q3,20678,62621606.4
Nagaland,Tuensang,2018,q3,4657,8672814.868
Nagaland,Peren,2018,q3,1349,3565504.39
Nagaland,Dimapur,2018,q3,44383,122676685.9
Nagaland,Zunheboto,2018,q3,3370,6042931.989
Nagaland,Wokha,2018,q3,3314,6048116.934
Nagaland,Mon,2018,q4,7966,25315124.34
Nagaland,Phek,2018,q4,3615,6547794.254
Nagaland,Longleng,2018,q4,907,1946732.364
Nagaland,Mokokchung,2018,q4,10673,21026422.57
Nagaland,Kiphire,2018,q4,2008,3577703.454
Nagaland,Kohima,2018,q4,28604,84867917.09
Nagaland,Tuensang,2018,q4,5518,14443409.7
Nagaland,Peren,2018,q4,2071,6712394.675
Nagaland,Dimapur,2018,q4,68046,202172094.7
Nagaland,Zunheboto,2018,q4,4966,12449027.89
Nagaland,Wokha,2018,q4,4959,8954846.536
Nagaland,Mon,2019,q1,9694,32110056.27
Nagaland,Phek,2019,q1,5062,12361140.85
Nagaland,Longleng,2019,q1,1593,2777167.988
Nagaland,Mokokchung,2019,q1,11808,22421067.67
Nagaland,Kiphire,2019,q1,2103,4550857.606
Nagaland,Kohima,2019,q1,34373,93498426.91
Nagaland,Tuensang,2019,q1,5962,15964521.8
Nagaland,Peren,2019,q1,2689,6473296.666
Nagaland,Dimapur,2019,q1,80741,222202606.8
Nagaland,Zunheboto,2019,q1,8860,16471426.46
Nagaland,Wokha,2019,q1,5694,13111143.37
Nagaland,Mon,2019,q2,10564,30077446.32
Nagaland,Phek,2019,q2,5232,11255799.07
Nagaland,Longleng,2019,q2,1530,3480572.779
Nagaland,Mokokchung,2019,q2,11894,28979287.99
Nagaland,Kiphire,2019,q2,2784,6816990.794
Nagaland,Kohima,2019,q2,35959,102757262.3
Nagaland,Tuensang,2019,q2,6027,16464089.79
Nagaland,Peren,2019,q2,2715,6719423.987
Nagaland,Dimapur,2019,q2,86518,258070892
Nagaland,Zunheboto,2019,q2,19752,43001192.89
Nagaland,Wokha,2019,q2,5778,12443724.25
Nagaland,Mon,2019,q3,17134,36965971.96
Nagaland,Phek,2019,q3,8985,20348950.01
Nagaland,Longleng,2019,q3,2839,5855246.427
Nagaland,Mokokchung,2019,q3,17903,35622564.4
Nagaland,Kiphire,2019,q3,4847,7311019.912
Nagaland,Kohima,2019,q3,50183,133224817.5
Nagaland,Tuensang,2019,q3,9274,19613846.13
Nagaland,Peren,2019,q3,4277,8062310.435
Nagaland,Dimapur,2019,q3,117140,307103749.7
Nagaland,Zunheboto,2019,q3,20054,60553998.32
Nagaland,Wokha,2019,q3,9242,16293996.93
Nagaland,Mon,2019,q4,23615,52231884.4
Nagaland,Phek,2019,q4,11054,24095426.02
